feature_code,year,measurement,units,value,alcohol_condition,hospital_activity,type_of_hospital,hb_assign
S12000040,2011/2012,ratio,"stays per 100,000 population",41.9,Cirrhosis,stays,general acute hospital,S08000024
S12000034,2011/2012,ratio,"stays per 100,000 population",33,Unspecified,stays,general acute hospital,S08000020
S12000034,2013/2014,ratio,"stays per 100,000 population",83.1,Acute Intoxication,stays,general acute hospital,S08000020
S12000034,2015/2016,ratio,"stays per 100,000 population",16.8,Unspecified,stays,general acute hospital,S08000020
S12000034,2009/2010,ratio,"stays per 100,000 population",154.9,Harmful Use,stays,general acute hospital,S08000020
S12000034,2016/2017,ratio,"stays per 100,000 population",83.4,Acute Intoxication,stays,general acute hospital,S08000020
S12000034,2011/2012,ratio,"stays per 100,000 population",66.6,Acute Intoxication,stays,general acute hospital,S08000020
S12000040,2016/2017,ratio,"stays per 100,000 population",37.8,Unspecified,stays,general acute hospital,S08000024
S12000034,2009/2010,ratio,"stays per 100,000 population",72.2,Acute Intoxication,stays,general acute hospital,S08000020
S12000034,2014/2015,ratio,"stays per 100,000 population",71.5,Acute Intoxication,stays,general acute hospital,S08000020
S12000034,2015/2016,ratio,"stays per 100,000 population",68.9,Acute Intoxication,stays,general acute hospital,S08000020
S12000040,2017/2018,ratio,"stays per 100,000 population",41.7,Unspecified,stays,general acute hospital,S08000024
S12000034,2013/2014,ratio,"stays per 100,000 population",59.4,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000034,2015/2016,ratio,"stays per 100,000 population",35.1,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000034,2018/2019,ratio,"stays per 100,000 population",78.3,Acute Intoxication,stays,general acute hospital,S08000020
S12000034,2009/2010,ratio,"stays per 100,000 population",61.3,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000034,2018/2019,ratio,"stays per 100,000 population",24.5,Unspecified,stays,general acute hospital,S08000020
S12000034,2010/2011,ratio,"stays per 100,000 population",16.7,Unspecified,stays,general acute hospital,S08000020
S12000034,2017/2018,ratio,"stays per 100,000 population",22.5,Unspecified,stays,general acute hospital,S08000020
S12000040,2011/2012,ratio,"stays per 100,000 population",111.6,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000034,2011/2012,ratio,"stays per 100,000 population",18.2,Cirrhosis,stays,general acute hospital,S08000020
S12000034,2010/2011,ratio,"stays per 100,000 population",25.1,Cirrhosis,stays,general acute hospital,S08000020
S12000040,2017/2018,ratio,"stays per 100,000 population",79.1,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000034,2014/2015,ratio,"stays per 100,000 population",15.3,Unspecified,stays,general acute hospital,S08000020
S12000040,2011/2012,ratio,"stays per 100,000 population",47.9,Unspecified,stays,general acute hospital,S08000024
S12000040,2014/2015,ratio,"stays per 100,000 population",36.4,Unspecified,stays,general acute hospital,S08000024
S12000040,2015/2016,ratio,"stays per 100,000 population",26.9,Unspecified,stays,general acute hospital,S08000024
S12000034,2013/2014,ratio,"stays per 100,000 population",47.3,Withdrawal state,stays,general acute hospital,S08000020
S12000034,2017/2018,ratio,"stays per 100,000 population",58.3,Harmful Use,stays,general acute hospital,S08000020
S12000034,2018/2019,ratio,"stays per 100,000 population",48.1,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000034,2011/2012,ratio,"stays per 100,000 population",49.8,Withdrawal state,stays,general acute hospital,S08000020
S12000033,2012/2013,ratio,"stays per 100,000 population",162.4,Acute Intoxication,stays,general acute hospital,S08000020
S12000033,2014/2015,ratio,"stays per 100,000 population",116.3,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000033,2017/2018,ratio,"stays per 100,000 population",99,Cirrhosis,stays,general acute hospital,S08000020
S12000033,2013/2014,ratio,"stays per 100,000 population",171.5,Acute Intoxication,stays,general acute hospital,S08000020
S12000034,2018/2019,ratio,"stays per 100,000 population",36.6,Cirrhosis,stays,general acute hospital,S08000020
S12000034,2013/2014,ratio,"stays per 100,000 population",26.1,Unspecified,stays,general acute hospital,S08000020
S12000034,2016/2017,ratio,"stays per 100,000 population",36.5,Cirrhosis,stays,general acute hospital,S08000020
S12000034,2018/2019,ratio,"stays per 100,000 population",45.9,Withdrawal state,stays,general acute hospital,S08000020
S12000034,2012/2013,ratio,"stays per 100,000 population",115.9,Harmful Use,stays,general acute hospital,S08000020
S12000034,2017/2018,ratio,"stays per 100,000 population",48.3,Cirrhosis,stays,general acute hospital,S08000020
S12000034,2009/2010,ratio,"stays per 100,000 population",24.3,Cirrhosis,stays,general acute hospital,S08000020
S12000034,2011/2012,ratio,"stays per 100,000 population",127.7,Harmful Use,stays,general acute hospital,S08000020
S12000034,2017/2018,ratio,"stays per 100,000 population",75.7,Acute Intoxication,stays,general acute hospital,S08000020
S12000034,2015/2016,ratio,"stays per 100,000 population",31.8,Cirrhosis,stays,general acute hospital,S08000020
S12000034,2014/2015,ratio,"stays per 100,000 population",31.3,Cirrhosis,stays,general acute hospital,S08000020
S12000034,2013/2014,ratio,"stays per 100,000 population",27.9,Cirrhosis,stays,general acute hospital,S08000020
S12000035,2011/2012,ratio,"stays per 100,000 population",37.5,Unspecified,stays,general acute hospital,S08000022
S12000035,2016/2017,ratio,"stays per 100,000 population",21.7,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000040,2010/2011,ratio,"stays per 100,000 population",162.8,Acute Intoxication,stays,general acute hospital,S08000024
S12000035,2010/2011,ratio,"stays per 100,000 population",24.9,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000035,2013/2014,ratio,"stays per 100,000 population",30.8,Cirrhosis,stays,general acute hospital,S08000022
S12000035,2014/2015,ratio,"stays per 100,000 population",52,Cirrhosis,stays,general acute hospital,S08000022
S12000035,2012/2013,ratio,"stays per 100,000 population",53.5,Unspecified,stays,general acute hospital,S08000022
S12000035,2015/2016,ratio,"stays per 100,000 population",64.8,Cirrhosis,stays,general acute hospital,S08000022
S12000035,2010/2011,ratio,"stays per 100,000 population",26.2,Cirrhosis,stays,general acute hospital,S08000022
S12000034,2009/2010,ratio,"stays per 100,000 population",24.7,Unspecified,stays,general acute hospital,S08000020
S12000034,2010/2011,ratio,"stays per 100,000 population",73.2,Acute Intoxication,stays,general acute hospital,S08000020
S12000034,2018/2019,ratio,"stays per 100,000 population",57.8,Harmful Use,stays,general acute hospital,S08000020
S12000034,2010/2011,ratio,"stays per 100,000 population",133.8,Harmful Use,stays,general acute hospital,S08000020
S12000034,2013/2014,ratio,"stays per 100,000 population",64,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000034,2016/2017,ratio,"stays per 100,000 population",85,Harmful Use,stays,general acute hospital,S08000020
S12000034,2013/2014,ratio,"stays per 100,000 population",106.9,Harmful Use,stays,general acute hospital,S08000020
S12000034,2012/2013,ratio,"stays per 100,000 population",63.2,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000034,2014/2015,ratio,"stays per 100,000 population",88.2,Harmful Use,stays,general acute hospital,S08000020
S12000034,2018/2019,ratio,"stays per 100,000 population",44.9,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000035,2012/2013,ratio,"stays per 100,000 population",37.5,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000035,2009/2010,ratio,"stays per 100,000 population",74.2,Unspecified,stays,general acute hospital,S08000022
S12000040,2009/2010,ratio,"stays per 100,000 population",147.4,Acute Intoxication,stays,general acute hospital,S08000024
S12000034,2012/2013,ratio,"stays per 100,000 population",13.3,Cirrhosis,stays,general acute hospital,S08000020
S12000035,2014/2015,ratio,"stays per 100,000 population",40,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000035,2017/2018,ratio,"stays per 100,000 population",28.5,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000035,2018/2019,ratio,"stays per 100,000 population",62.3,Cirrhosis,stays,general acute hospital,S08000022
S12000040,2014/2015,ratio,"stays per 100,000 population",217,Acute Intoxication,stays,general acute hospital,S08000024
S12000040,2016/2017,ratio,"stays per 100,000 population",233.8,Acute Intoxication,stays,general acute hospital,S08000024
S12000040,2010/2011,ratio,"stays per 100,000 population",95.4,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000040,2017/2018,ratio,"stays per 100,000 population",160.4,Acute Intoxication,stays,general acute hospital,S08000024
S12000035,2018/2019,ratio,"stays per 100,000 population",32.7,Unspecified,stays,general acute hospital,S08000022
S12000035,2013/2014,ratio,"stays per 100,000 population",43.6,Unspecified,stays,general acute hospital,S08000022
S12000035,2016/2017,ratio,"stays per 100,000 population",50.8,Cirrhosis,stays,general acute hospital,S08000022
S12000035,2017/2018,ratio,"stays per 100,000 population",69.4,Cirrhosis,stays,general acute hospital,S08000022
S12000035,2015/2016,ratio,"stays per 100,000 population",68.4,Unspecified,stays,general acute hospital,S08000022
S12000040,2012/2013,ratio,"stays per 100,000 population",183.8,Acute Intoxication,stays,general acute hospital,S08000024
S12000035,2018/2019,ratio,"stays per 100,000 population",118.1,Withdrawal state,stays,general acute hospital,S08000022
S12000040,2011/2012,ratio,"stays per 100,000 population",176.2,Acute Intoxication,stays,general acute hospital,S08000024
S12000035,2018/2019,ratio,"stays per 100,000 population",134.9,Harmful Use,stays,general acute hospital,S08000022
S12000035,2017/2018,ratio,"stays per 100,000 population",47.8,Unspecified,stays,general acute hospital,S08000022
S12000034,2009/2010,ratio,"stays per 100,000 population",45.2,Withdrawal state,stays,general acute hospital,S08000020
S12000034,2012/2013,ratio,"stays per 100,000 population",56.8,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000034,2014/2015,ratio,"stays per 100,000 population",41.8,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000034,2015/2016,ratio,"stays per 100,000 population",73.3,Harmful Use,stays,general acute hospital,S08000020
S12000034,2015/2016,ratio,"stays per 100,000 population",49.2,Withdrawal state,stays,general acute hospital,S08000020
S12000034,2016/2017,ratio,"stays per 100,000 population",58.9,Withdrawal state,stays,general acute hospital,S08000020
S12000034,2017/2018,ratio,"stays per 100,000 population",44.3,Withdrawal state,stays,general acute hospital,S08000020
S12000034,2015/2016,ratio,"stays per 100,000 population",36,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000034,2016/2017,ratio,"stays per 100,000 population",45.7,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000034,2010/2011,ratio,"stays per 100,000 population",74,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000034,2011/2012,ratio,"stays per 100,000 population",64.5,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000040,2009/2010,ratio,"stays per 100,000 population",40.1,Cirrhosis,stays,general acute hospital,S08000024
S12000034,2010/2011,ratio,"stays per 100,000 population",42.2,Withdrawal state,stays,general acute hospital,S08000020
S12000034,2012/2013,ratio,"stays per 100,000 population",36.8,Withdrawal state,stays,general acute hospital,S08000020
S12000034,2011/2012,ratio,"stays per 100,000 population",69.3,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000040,2018/2019,ratio,"stays per 100,000 population",70.2,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000034,2014/2015,ratio,"stays per 100,000 population",53.8,Withdrawal state,stays,general acute hospital,S08000020
S12000034,2017/2018,ratio,"stays per 100,000 population",32.5,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000034,2016/2017,ratio,"stays per 100,000 population",36,Toxic Effects of Alcohol,stays,general acute hospital,S08000020
S12000034,2016/2017,ratio,"stays per 100,000 population",13.8,Unspecified,stays,general acute hospital,S08000020
S12000034,2017/2018,ratio,"stays per 100,000 population",50.9,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000034,2009/2010,ratio,"stays per 100,000 population",67.5,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000040,2013/2014,ratio,"stays per 100,000 population",47.9,Withdrawal state,stays,general acute hospital,S08000024
S12000040,2012/2013,ratio,"stays per 100,000 population",50.2,Withdrawal state,stays,general acute hospital,S08000024
S12000034,2012/2013,ratio,"stays per 100,000 population",27.7,Unspecified,stays,general acute hospital,S08000020
S12000040,2018/2019,ratio,"stays per 100,000 population",23.9,Unspecified,stays,general acute hospital,S08000024
S12000034,2010/2011,ratio,"stays per 100,000 population",77.2,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000034,2014/2015,ratio,"stays per 100,000 population",45.6,Alcohol Dependence syndrome,stays,general acute hospital,S08000020
S12000041,2012/2013,ratio,"stays per 100,000 population",12.6,Cirrhosis,stays,general acute hospital,S08000030
S12000041,2017/2018,ratio,"stays per 100,000 population",86.6,Acute Intoxication,stays,general acute hospital,S08000030
S12000041,2012/2013,ratio,"stays per 100,000 population",109.8,Acute Intoxication,stays,general acute hospital,S08000030
S12000041,2016/2017,ratio,"stays per 100,000 population",89.2,Acute Intoxication,stays,general acute hospital,S08000030
S12000041,2013/2014,ratio,"stays per 100,000 population",38.5,Unspecified,stays,general acute hospital,S08000030
S12000041,2018/2019,ratio,"stays per 100,000 population",29.6,Toxic Effects of Alcohol,stays,general acute hospital,S08000030
S12000041,2017/2018,ratio,"stays per 100,000 population",27.1,Unspecified,stays,general acute hospital,S08000030
