_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,SIMD,SIMDQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
6083,2018/19,"",Emergency,"",S08000015,"",1,"",20883,"",20827,"",34259,"",117247,"",1.64,"",5.63,"",13644,""
6084,2018/19,"",Emergency,"",S08000015,"",2,"",13681,"",13634,"",23062,"",84558,"",1.69,"",6.2,"",9106,""
6085,2018/19,"",Emergency,"",S08000015,"",3,"",9256,"",9171,"",15725,"",56847,"",1.7,"",6.2,"",6283,""
6086,2018/19,"",Emergency,"",S08000015,"",4,"",6681,"",6596,"",11927,"",40897,"",1.79,"",6.2,"",4638,""
6087,2018/19,"",Emergency,"",S08000015,"",5,"",5195,"",5140,"",8340,"",31210,"",1.61,"",6.07,"",3621,""
6088,2018/19,"",Emergency,"",S08000015,"",All SIMDs, d,55970,"",55641,"",93726,"",331453,"",1.67,"",5.96,"",37552,""
6089,2018/19,"",Emergency,"",S08000015,"","",:,275,"",275,"",413,"",695,"",1.5,"",2.53,"",260,""
6090,2018/19,"",Emergency,"",S08000016,"",1,"",1192,"",1190,"",2965,"",6790,"",2.49,"",5.71,"",770,""
6091,2018/19,"",Emergency,"",S08000016,"",2,"",2501,"",2494,"",5550,"",14923,"",2.22,"",5.98,"",1750,""
6092,2018/19,"",Emergency,"",S08000016,"",3,"",4730,"",4719,"",10322,"",27606,"",2.18,"",5.85,"",3265,""
6093,2018/19,"",Emergency,"",S08000016,"",4,"",3044,"",3039,"",7038,"",21749,"",2.31,"",7.16,"",2164,""
6094,2018/19,"",Emergency,"",S08000016,"",5,"",724,"",712,"",1554,"",3705,"",2.15,"",5.2,"",529,""
6095,2018/19,"",Emergency,"",S08000016,"",All SIMDs, d,12682,"",12649,"",28463,"",77111,"",2.24,"",6.1,"",8884,""
6096,2018/19,"",Emergency,"",S08000016,"","",:,491,"",495,"",1030,"",2335,"",2.1,"",4.72,"",406,""
6097,2018/19,"",Emergency,"",S08000017,"",1,"",2143,"",2118,"",3625,"",12046,"",1.69,"",5.69,"",1401,""
6098,2018/19,"",Emergency,"",S08000017,"",2,"",5006,"",4963,"",10125,"",38796,"",2.02,"",7.82,"",3509,""
6099,2018/19,"",Emergency,"",S08000017,"",3,"",6451,"",6388,"",11887,"",53192,"",1.84,"",8.33,"",4537,""
6100,2018/19,"",Emergency,"",S08000017,"",4,"",2677,"",2661,"",5060,"",22052,"",1.89,"",8.29,"",1894,""
6101,2018/19,"",Emergency,"",S08000017,"",5,"",1300,"",1294,"",1950,"",9039,"",1.5,"",6.99,"",884,""
6102,2018/19,"",Emergency,"",S08000017,"",All SIMDs, d,17923,"",17763,"",33185,"",136562,"",1.85,"",7.69,"",12558,""
6103,2018/19,"",Emergency,"",S08000017,"","",:,345,"",339,"",540,"",1437,"",1.57,"",4.24,"",333,""
6104,2018/19,"",Emergency,"",S08000019,"",1,"",7260,"",7216,"",13455,"",44326,"",1.85,"",6.14,"",4846,""
6105,2018/19,"",Emergency,"",S08000019,"",2,"",7448,"",7390,"",14204,"",52717,"",1.91,"",7.13,"",5129,""
6106,2018/19,"",Emergency,"",S08000019,"",3,"",6615,"",6580,"",12390,"",49299,"",1.87,"",7.49,"",4608,""
6107,2018/19,"",Emergency,"",S08000019,"",4,"",5204,"",5172,"",10415,"",37622,"",2,"",7.27,"",3761,""
6108,2018/19,"",Emergency,"",S08000019,"",5,"",4137,"",4112,"",7940,"",27275,"",1.92,"",6.63,"",3142,""
6109,2018/19,"",Emergency,"",S08000019,"",All SIMDs, d,30888,"",30691,"",58769,"",212085,"",1.9,"",6.91,"",21702,""
6110,2018/19,"",Emergency,"",S08000019,"","",:,224,"",221,"",370,"",849,"",1.65,"",3.84,"",216,""
6111,2018/19,"",Emergency,"",S08000020,"",1,"",4820,"",4757,"",14245,"",27336,"",2.96,"",5.75,"",3096,""
6112,2018/19,"",Emergency,"",S08000020,"",2,"",10467,"",10290,"",34818,"",71238,"",3.33,"",6.92,"",7037,""
6113,2018/19,"",Emergency,"",S08000020,"",3,"",10702,"",10494,"",38553,"",81857,"",3.6,"",7.8,"",7421,""
6114,2018/19,"",Emergency,"",S08000020,"",4,"",13408,"",13062,"",45594,"",90644,"",3.4,"",6.94,"",9566,""
6115,2018/19,"",Emergency,"",S08000020,"",5,"",11273,"",11176,"",36165,"",74644,"",3.21,"",6.68,"",7887,""
6116,2018/19,"",Emergency,"",S08000020,"",All SIMDs, d,51199,"",50288,"",170685,"",347517,"",3.33,"",6.91,"",35484,""
6117,2018/19,"",Emergency,"",S08000020,"","",:,529,"",509,"",1310,"",1798,"",2.48,"",3.53,"",477,""
6118,2018/19,"",Emergency,"",S08000022,"",1,"",3618,"",3691,"",8286,"",24460,"",2.29,"",6.63,"",2466,""
6119,2018/19,"",Emergency,"",S08000022,"",2,"",5890,"",5940,"",16153,"",44291,"",2.74,"",7.46,"",4088,""
6120,2018/19,"",Emergency,"",S08000022,"",3,"",9513,"",9656,"",27788,"",74474,"",2.92,"",7.71,"",6899,""
6121,2018/19,"",Emergency,"",S08000022,"",4,"",6838,"",7048,"",16936,"",50996,"",2.48,"",7.24,"",4973,""
6122,2018/19,"",Emergency,"",S08000022,"",5,"",1559,"",1623,"",3578,"",12635,"",2.3,"",7.78,"",1166,""
6123,2018/19,"",Emergency,"",S08000022,"",All SIMDs, d,28392,"",28947,"",74156,"",209934,"",2.61,"",7.25,"",20522,""
6124,2018/19,"",Emergency,"",S08000022,"","",:,974,"",989,"",1415,"",3078,"",1.45,"",3.11,"",930,""
6125,2018/19,"",Emergency,"",S08000024,"",1,"",14028,"",13623,"",34185,"",93116,"",2.44,"",6.84,"",9346,""
6126,2018/19,"",Emergency,"",S08000024,"",2,"",21798,"",21331,"",58441,"",156220,"",2.68,"",7.32,"",14416,""
6127,2018/19,"",Emergency,"",S08000024,"",3,"",14224,"",13786,"",37359,"",101822,"",2.63,"",7.39,"",9677,""
6128,2018/19,"",Emergency,"",S08000024,"",4,"",13426,"",13048,"",34676,"",91422,"",2.58,"",7.01,"",9334,""
6129,2018/19,"",Emergency,"",S08000024,"",5,"",18427,"",18104,"",52087,"",156465,"",2.83,"",8.64,"",12981,""
6130,2018/19,"",Emergency,"",S08000024,"",All SIMDs, d,83312,"",81272,"",219162,"",604643,"",2.63,"",7.44,"",57022,""
6131,2018/19,"",Emergency,"",S08000024,"","",:,1409,"",1380,"",2414,"",5598,"",1.71,"",4.06,"",1268,""
6132,2018/19,"",Emergency,"",S08000025,"",1,"",10,"",10,"",5,"",10,"",0.5,"",1,"",10,""
6133,2018/19,"",Emergency,"",S08000025,"",2,"",337,"",335,"",1001,"",2132,"",2.97,"",6.36,"",242,""
6134,2018/19,"",Emergency,"",S08000025,"",3,"",385,"",381,"",1275,"",2354,"",3.31,"",6.18,"",264,""
6135,2018/19,"",Emergency,"",S08000025,"",4,"",991,"",990,"",3245,"",7452,"",3.27,"",7.53,"",712,""
6136,2018/19,"",Emergency,"",S08000025,"",5,"",5,"",5,"",0,"",5,"",0,"",1,"",5,""
6137,2018/19,"",Emergency,"",S08000025,"",All SIMDs, d,1787,"",1779,"",5648,"",12176,"",3.16,"",6.84,"",1289,""
6138,2018/19,"",Emergency,"",S08000025,"","",:,60,"",60,"",120,"",225,"",2,"",3.75,"",59,""
6139,2018/19,"",Emergency,"",S08000026,"",1,"",10,"",10,"",25,"",35,"",2.5,"",3.5,"",10,""
6140,2018/19,"",Emergency,"",S08000026,"",2,"",206,"",205,"",730,"",927,"",3.54,"",4.52,"",129,""
6141,2018/19,"",Emergency,"",S08000026,"",3,"",704,"",703,"",2632,"",3863,"",3.74,"",5.5,"",537,""
6142,2018/19,"",Emergency,"",S08000026,"",4,"",939,"",932,"",3696,"",5325,"",3.94,"",5.71,"",686,""
6143,2018/19,"",Emergency,"",S08000026,"",5,"",20,"",20,"",40,"",58,"",2,"",2.9,"",20,""
6144,2018/19,"",Emergency,"",S08000026,"",All SIMDs, d,1956,"",1945,"",7278,"",10444,"",3.72,"",5.37,"",1456,""
6145,2018/19,"",Emergency,"",S08000026,"","",:,76,"",75,"",154,"",235,"",2.03,"",3.13,"",75,""
6146,2018/19,"",Emergency,"",S08000028,"",1,"",10,"",10,"",5,"",5,"",0.5,"",0.5,"",11,""
6147,2018/19,"",Emergency,"",S08000028,"",2,"",567,"",563,"",2024,"",4897,"",3.57,"",8.7,"",376,""
6148,2018/19,"",Emergency,"",S08000028,"",3,"",2585,"",2552,"",8241,"",20692,"",3.19,"",8.11,"",1815,""
6149,2018/19,"",Emergency,"",S08000028,"",4,"",25,"",25,"",55,"",105,"",2.2,"",4.2,"",21,""
6150,2018/19,"",Emergency,"",S08000028,"",5,"",20,"",20,"",30,"",40,"",1.5,"",2,"",14,""
6151,2018/19,"",Emergency,"",S08000028,"",All SIMDs, d,3270,"",3233,"",10457,"",25984,"",3.2,"",8.04,"",2296,""
6152,2018/19,"",Emergency,"",S08000028,"","",:,64,"",64,"",102,"",247,"",1.59,"",3.86,"",59,""
6153,2018/19,"",Emergency,"",S08000029,"",1,"",11075,"",11022,"",13094,"",59121,"",1.18,"",5.36,"",7305,""
6154,2018/19,"",Emergency,"",S08000029,"",2,"",9862,"",9769,"",12382,"",55919,"",1.26,"",5.72,"",6675,""
6155,2018/19,"",Emergency,"",S08000029,"",3,"",7534,"",7471,"",9585,"",42192,"",1.27,"",5.65,"",5118,""
6156,2018/19,"",Emergency,"",S08000029,"",4,"",6015,"",5970,"",9270,"",39110,"",1.54,"",6.55,"",4219,""
6157,2018/19,"",Emergency,"",S08000029,"",5,"",4761,"",4745,"",6763,"",24614,"",1.42,"",5.19,"",3516,""
6158,2018/19,"",Emergency,"",S08000029,"",All SIMDs, d,39452,"",39180,"",51297,"",221512,"",1.3,"",5.65,"",27007,""
6159,2018/19,"",Emergency,"",S08000029,"","",:,205,"",203,"",203,"",556,"",0.99,"",2.74,"",174,""
6160,2018/19,"",Emergency,"",S08000030,"",1,"",10686,"",10575,"",23297,"",62860,"",2.18,"",5.94,"",7196,""
6161,2018/19,"",Emergency,"",S08000030,"",2,"",9534,"",9425,"",22656,"",59360,"",2.38,"",6.3,"",6609,""
6162,2018/19,"",Emergency,"",S08000030,"",3,"",9257,"",9129,"",25011,"",61036,"",2.7,"",6.69,"",6536,""
6163,2018/19,"",Emergency,"",S08000030,"",4,"",11356,"",11231,"",29740,"",72477,"",2.62,"",6.45,"",8180,""
6164,2018/19,"",Emergency,"",S08000030,"",5,"",7334,"",7250,"",22510,"",52600,"",3.07,"",7.26,"",5386,""
6165,2018/19,"",Emergency,"",S08000030,"",All SIMDs, d,48611,"",48055,"",123965,"",309716,"",2.55,"",6.45,"",34329,""
6166,2018/19,"",Emergency,"",S08000030,"","",:,444,"",445,"",753,"",1380,"",1.7,"",3.1,"",422,""
6167,2018/19,"",Emergency,"",S08000031,"",1,"",63996,"",63108,"",141219,"",444168,"",2.21,"",7.04,"",42275,""
6168,2018/19,"",Emergency,"",S08000031,"",2,"",29351,"",28740,"",70122,"",218375,"",2.39,"",7.6,"",19945,""
6169,2018/19,"",Emergency,"",S08000031,"",3,"",19393,"",18642,"",49696,"",137847,"",2.56,"",7.39,"",13946,""
6170,2018/19,"",Emergency,"",S08000031,"",4,"",17161,"",16760,"",40638,"",122036,"",2.37,"",7.28,"",12455,""
6171,2018/19,"",Emergency,"",S08000031,"",5,"",19335,"",19046,"",42194,"",146913,"",2.18,"",7.71,"",14227,""
6172,2018/19,"",Emergency,"",S08000031,"",All SIMDs, d,151012,"",148011,"",346690,"",1075313,"",2.3,"",7.27,"",104262,""
6173,2018/19,"",Emergency,"",S08000031,"","",:,1776,"",1715,"",2821,"",5974,"",1.59,"",3.48,"",1414,""
6174,2018/19,"",Emergency,"",S08000032,"",1,"",26897,"",26390,"",41480,"",129402,"",1.54,"",4.9,"",17752,""
6175,2018/19,"",Emergency,"",S08000032,"",2,"",21639,"",21293,"",35245,"",110609,"",1.63,"",5.19,"",14795,""
6176,2018/19,"",Emergency,"",S08000032,"",3,"",13004,"",12802,"",21756,"",68513,"",1.67,"",5.35,"",8979,""
6177,2018/19,"",Emergency,"",S08000032,"",4,"",10021,"",9896,"",15625,"",49207,"",1.56,"",4.97,"",7153,""
6178,2018/19,"",Emergency,"",S08000032,"",5,"",6900,"",6819,"",11000,"",31803,"",1.59,"",4.66,"",5069,""
6179,2018/19,"",Emergency,"",S08000032,"",All SIMDs, d,78632,"",77368,"",125334,"",390010,"",1.59,"",5.04,"",53906,""
6180,2018/19,"",Emergency,"",S08000032,"","",:,171,"",168,"",230,"",476,"",1.35,"",2.83,"",158,""
6181,2018/19,"",Emergency,"",SB0801,"",1,"",394,"",324,"",914,"",2066,"",2.32,"",6.38,"",385,""
6182,2018/19,"",Emergency,"",SB0801,"",2,"",229,"",190,"",712,"",1746,"",3.11,"",9.19,"",221,""
6183,2018/19,"",Emergency,"",SB0801,"",3,"",219,"",178,"",880,"",1384,"",4.02,"",7.78,"",212,""
6184,2018/19,"",Emergency,"",SB0801,"",4,"",140,"",110,"",498,"",864,"",3.56,"",7.85,"",140,""
6185,2018/19,"",Emergency,"",SB0801,"",5,"",150,"",120,"",273,"",881,"",1.82,"",7.34,"",144,""
6186,2018/19,"",Emergency,"",SB0801,"",All SIMDs, d,1160,"",945,"",3395,"",7148,"",2.93,"",7.56,"",1129,""
6187,2018/19,"",Emergency,"",SB0801,"","",:,30,"",25,"",120,"",207,"",4,"",8.28,"",27,""
6188,2018/19,"",Emergency,"",S27000001,"",1,"",100,"",75,"",1930,"",1265,"",19.3,"",16.87,"",92,""
6189,2018/19,"",Emergency,"",S27000001,"",2,"",108,"",70,"",2840,"",1543,"",26.3,"",22.04,"",99,""
6190,2018/19,"",Emergency,"",S27000001,"",3,"",114,"",85,"",2773,"",2006,"",24.32,"",23.6,"",103,""
6191,2018/19,"",Emergency,"",S27000001,"",4,"",80,"",50,"",1820,"",1030,"",22.75,"",20.6,"",75,""
6192,2018/19,"",Emergency,"",S27000001,"",5,"",82,"",50,"",2035,"",930,"",24.82,"",18.6,"",79,""
6193,2018/19,"",Emergency,"",S27000001,"",All SIMDs, d,483,"",330,"",11400,"",6775,"",23.6,"",20.53,"",450,""
6194,2018/19,"",Emergency,"",S27000001,"","",:,0,"",0,"",0,"",0,"",0,"",0,"",0,""
6195,2018/19,"",Transfer,"",S92000003, d,1,"",126753,"",1244,"",739611,"",16040,"",5.84,"",12.89,"",52044,""
6196,2018/19,"",Transfer,"",S92000003, d,2,"",99762,"",1099,"",655133,"",15675,"",6.57,"",14.26,"",42990,""
6197,2018/19,"",Transfer,"",S92000003, d,3,"",80870,"",936,"",548948,"",12561,"",6.79,"",13.42,"",36005,""
6198,2018/19,"",Transfer,"",S92000003, d,4,"",66233,"",770,"",458590,"",11471,"",6.92,"",14.9,"",29878,""
6199,2018/19,"",Transfer,"",S92000003, d,5,"",57945,"",580,"",407088,"",7625,"",7.03,"",13.15,"",25689,""
6200,2018/19,"",Transfer,"",S92000003, d,All SIMDs, d,434686,"",4672,"",2821602,"",63762,"",6.49,"",13.65,"",188455,""
6201,2018/19,"",Transfer,"",S92000003, d,"",:,3123,"",43,"",12232,"",388,"",3.92,"",9.02,"",1849,""
6202,2018/19,"",Transfer,"",S08000015,"",1,"",10925,"",43,"",84953,"",1215,"",7.78,"",28.26,"",5772,""
6203,2018/19,"",Transfer,"",S08000015,"",2,"",7816,"",21,"",60528,"",234,"",7.74,"",11.14,"",4096,""
6204,2018/19,"",Transfer,"",S08000015,"",3,"",4956,"",18,"",40377,"",213,"",8.15,"",11.83,"",2652,""
6205,2018/19,"",Transfer,"",S08000015,"",4,"",3545,"",10,"",29324,"",270,"",8.27,"",27,"",1957,""
6206,2018/19,"",Transfer,"",S08000015,"",5,"",3035,"",15,"",25756,"",415,"",8.49,"",27.67,"",1623,""
6207,2018/19,"",Transfer,"",S08000015,"",All SIMDs, d,30375,"",108,"",241253,"",2350,"",7.94,"",21.76,"",16173,""
6208,2018/19,"",Transfer,"",S08000015,"","",:,100,"",0,"",315,"",0,"",3.15,"",0,"",73,""
6209,2018/19,"",Transfer,"",S08000016,"",1,"",655,"",0,"",3515,"",0,"",5.37,"",0,"",282,""
6210,2018/19,"",Transfer,"",S08000016,"",2,"",1641,"",14,"",8727,"",114,"",5.32,"",8.14,"",717,""
6211,2018/19,"",Transfer,"",S08000016,"",3,"",3149,"",18,"",16767,"",214,"",5.32,"",11.89,"",1327,""
6212,2018/19,"",Transfer,"",S08000016,"",4,"",2199,"",10,"",12907,"",45,"",5.87,"",4.5,"",922,""
6213,2018/19,"",Transfer,"",S08000016,"",5,"",424,"",5,"",1958,"",10,"",4.62,"",2,"",204,""
6214,2018/19,"",Transfer,"",S08000016,"",All SIMDs, d,8318,"",44,"",45006,"",383,"",5.41,"",8.7,"",3567,""
6215,2018/19,"",Transfer,"",S08000016,"","",:,250,"",0,"",1132,"",0,"",4.53,"",0,"",115,""
6216,2018/19,"",Transfer,"",S08000017,"",1,"",1495,"",68,"",9092,"",340,"",6.08,"",5,"",707,""
6217,2018/19,"",Transfer,"",S08000017,"",2,"",4070,"",87,"",30334,"",497,"",7.45,"",5.71,"",1986,""
6218,2018/19,"",Transfer,"",S08000017,"",3,"",5865,"",170,"",42717,"",911,"",7.28,"",5.36,"",2791,""
6219,2018/19,"",Transfer,"",S08000017,"",4,"",2377,"",60,"",18041,"",826,"",7.59,"",13.77,"",1129,""
6220,2018/19,"",Transfer,"",S08000017,"",5,"",970,"",20,"",7163,"",95,"",7.38,"",4.75,"",479,""
6221,2018/19,"",Transfer,"",S08000017,"",All SIMDs, d,14954,"",408,"",108454,"",2803,"",7.25,"",6.87,"",7211,""
6222,2018/19,"",Transfer,"",S08000017,"","",:,175,"",0,"",1107,"",135,"",6.33,"",,z,119,""
6223,2018/19,"",Transfer,"",S08000019,"",1,"",3547,"",48,"",30665,"",438,"",8.65,"",9.12,"",2105,""
6224,2018/19,"",Transfer,"",S08000019,"",2,"",4032,"",59,"",38156,"",869,"",9.46,"",14.73,"",2339,""
6225,2018/19,"",Transfer,"",S08000019,"",3,"",3660,"",39,"",36652,"",759,"",10.01,"",19.46,"",2172,""
6226,2018/19,"",Transfer,"",S08000019,"",4,"",2877,"",34,"",28338,"",830,"",9.85,"",24.41,"",1727,""
6227,2018/19,"",Transfer,"",S08000019,"",5,"",1975,"",30,"",18752,"",415,"",9.49,"",13.83,"",1277,""
6228,2018/19,"",Transfer,"",S08000019,"",All SIMDs, d,16185,"",212,"",153079,"",3340,"",9.46,"",15.75,"",9694,""
6229,2018/19,"",Transfer,"",S08000019,"","",:,90,"",0,"",516,"",30,"",5.73,"",,z,74,""
6230,2018/19,"",Transfer,"",S08000020,"",1,"",1523,"",30,"",14570,"",464,"",9.57,"",15.47,"",832,""
6231,2018/19,"",Transfer,"",S08000020,"",2,"",3876,"",86,"",40445,"",1295,"",10.43,"",15.06,"",2152,""
6232,2018/19,"",Transfer,"",S08000020,"",3,"",4724,"",77,"",49024,"",1610,"",10.38,"",20.91,"",2519,""
6233,2018/19,"",Transfer,"",S08000020,"",4,"",5626,"",105,"",52022,"",1105,"",9.25,"",10.52,"",2978,""
6234,2018/19,"",Transfer,"",S08000020,"",5,"",4080,"",56,"",41482,"",590,"",10.17,"",10.54,"",2280,""
6235,2018/19,"",Transfer,"",S08000020,"",All SIMDs, d,19951,"",360,"",198259,"",5080,"",9.94,"",14.11,"",10840,""
6236,2018/19,"",Transfer,"",S08000020,"","",:,122,"",5,"",715,"",13,"",5.86,"",2.6,"",79,""
6237,2018/19,"",Transfer,"",S08000022,"",1,"",2502,"",50,"",16583,"",590,"",6.63,"",11.8,"",1218,""
6238,2018/19,"",Transfer,"",S08000022,"",2,"",3948,"",57,"",28136,"",605,"",7.13,"",10.61,"",1982,""
6239,2018/19,"",Transfer,"",S08000022,"",3,"",6385,"",72,"",48084,"",578,"",7.53,"",8.03,"",3186,""
6240,2018/19,"",Transfer,"",S08000022,"",4,"",5007,"",74,"",35876,"",2236,"",7.17,"",30.22,"",2515,""
6241,2018/19,"",Transfer,"",S08000022,"",5,"",1315,"",15,"",8604,"",130,"",6.54,"",8.67,"",640,""
6242,2018/19,"",Transfer,"",S08000022,"",All SIMDs, d,19540,"",276,"",138398,"",4204,"",7.08,"",15.23,"",9802,""
6243,2018/19,"",Transfer,"",S08000022,"","",:,385,"",5,"",1115,"",63,"",2.9,"",12.6,"",261,""
6244,2018/19,"",Transfer,"",S08000024,"",1,"",9882,"",55,"",68321,"",1670,"",6.91,"",30.36,"",4300,""
6245,2018/19,"",Transfer,"",S08000024,"",2,"",15477,"",117,"",112572,"",4065,"",7.27,"",34.74,"",6879,""
6246,2018/19,"",Transfer,"",S08000024,"",3,"",10562,"",89,"",75069,"",3070,"",7.11,"",34.49,"",4740,""
6247,2018/19,"",Transfer,"",S08000024,"",4,"",9811,"",83,"",68056,"",1505,"",6.94,"",18.13,"",4385,""
6248,2018/19,"",Transfer,"",S08000024,"",5,"",13650,"",92,"",114738,"",1815,"",8.41,"",19.73,"",6187,""
6249,2018/19,"",Transfer,"",S08000024,"",All SIMDs, d,60033,"",443,"",441497,"",12187,"",7.35,"",27.51,"",26880,""
6250,2018/19,"",Transfer,"",S08000024,"","",:,651,"",10,"",2741,"",68,"",4.21,"",6.8,"",389,""
6251,2018/19,"",Transfer,"",S08000025,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
6252,2018/19,"",Transfer,"",S08000025,"",2,"",99,"",5,"",932,"",25,"",9.41,"",5,"",63,""
6253,2018/19,"",Transfer,"",S08000025,"",3,"",115,"",5,"",886,"",30,"",7.7,"",6,"",74,""
6254,2018/19,"",Transfer,"",S08000025,"",4,"",325,"",22,"",3413,"",171,"",10.5,"",7.77,"",180,""
6255,2018/19,"",Transfer,"",S08000025,"",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
6256,2018/19,"",Transfer,"",S08000025,"",All SIMDs, d,551,"",35,"",5265,"",227,"",9.56,"",6.49,"",325,""
6257,2018/19,"",Transfer,"",S08000025,"","",:,10,"",0,"",35,"",0,"",3.5,"",0,"",5,""
6258,2018/19,"",Transfer,"",S08000026,"",1,"",0,"",0,"",10,"",0,"",,z,0,"",0,""
6259,2018/19,"",Transfer,"",S08000026,"",2,"",13,"",0,"",95,"",0,"",7.31,"",0,"",12,""
6260,2018/19,"",Transfer,"",S08000026,"",3,"",80,"",0,"",603,"",15,"",7.54,"",,z,55,""
6261,2018/19,"",Transfer,"",S08000026,"",4,"",121,"",0,"",941,"",0,"",7.78,"",0,"",84,""
6262,2018/19,"",Transfer,"",S08000026,"",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
6263,2018/19,"",Transfer,"",S08000026,"",All SIMDs, d,221,"",0,"",1660,"",15,"",7.51,"",,z,155,""
6264,2018/19,"",Transfer,"",S08000026,"","",:,5,"",0,"",10,"",0,"",2,"",0,"",0,""
6265,2018/19,"",Transfer,"",S08000028,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
6266,2018/19,"",Transfer,"",S08000028,"",2,"",288,"",5,"",2218,"",20,"",7.7,"",4,"",153,""
6267,2018/19,"",Transfer,"",S08000028,"",3,"",1241,"",10,"",10484,"",265,"",8.45,"",26.5,"",687,""
6268,2018/19,"",Transfer,"",S08000028,"",4,"",5,"",0,"",5,"",0,"",1,"",0,"",5,""
6269,2018/19,"",Transfer,"",S08000028,"",5,"",5,"",0,"",10,"",0,"",2,"",0,"",5,""
6270,2018/19,"",Transfer,"",S08000028,"",All SIMDs, d,1553,"",13,"",12764,"",283,"",8.22,"",21.77,"",860,""
6271,2018/19,"",Transfer,"",S08000028,"","",:,14,"",0,"",45,"",0,"",3.21,"",0,"",12,""
6272,2018/19,"",Transfer,"",S08000029,"",1,"",6110,"",106,"",48024,"",1520,"",7.86,"",14.34,"",3292,""
6273,2018/19,"",Transfer,"",S08000029,"",2,"",5692,"",104,"",48328,"",1962,"",8.49,"",18.87,"",3093,""
6274,2018/19,"",Transfer,"",S08000029,"",3,"",4262,"",65,"",35040,"",741,"",8.22,"",11.4,"",2365,""
6275,2018/19,"",Transfer,"",S08000029,"",4,"",3467,"",61,"",33541,"",1073,"",9.67,"",17.59,"",1928,""
6276,2018/19,"",Transfer,"",S08000029,"",5,"",2452,"",41,"",20440,"",648,"",8.34,"",15.8,"",1456,""
6277,2018/19,"",Transfer,"",S08000029,"",All SIMDs, d,22052,"",377,"",185728,"",5944,"",8.42,"",15.77,"",12182,""
6278,2018/19,"",Transfer,"",S08000029,"","",:,69,"",0,"",355,"",0,"",5.14,"",0,"",48,""
6279,2018/19,"",Transfer,"",S08000030,"",1,"",4740,"",40,"",39097,"",549,"",8.25,"",13.72,"",2536,""
6280,2018/19,"",Transfer,"",S08000030,"",2,"",4341,"",19,"",35956,"",355,"",8.28,"",18.68,"",2296,""
6281,2018/19,"",Transfer,"",S08000030,"",3,"",4567,"",32,"",36219,"",499,"",7.93,"",15.59,"",2419,""
6282,2018/19,"",Transfer,"",S08000030,"",4,"",5269,"",42,"",43655,"",353,"",8.29,"",8.4,"",2951,""
6283,2018/19,"",Transfer,"",S08000030,"",5,"",3650,"",25,"",31767,"",295,"",8.7,"",11.8,"",1963,""
6284,2018/19,"",Transfer,"",S08000030,"",All SIMDs, d,22700,"",159,"",187279,"",2050,"",8.25,"",12.89,"",12253,""
6285,2018/19,"",Transfer,"",S08000030,"","",:,135,"",0,"",585,"",0,"",4.33,"",0,"",88,""
6286,2018/19,"",Transfer,"",S08000031,"",1,"",60331,"",432,"",325856,"",6030,"",5.4,"",13.96,"",23132,""
6287,2018/19,"",Transfer,"",S08000031,"",2,"",28944,"",249,"",164934,"",2921,"",5.7,"",11.73,"",11107,""
6288,2018/19,"",Transfer,"",S08000031,"",3,"",18802,"",158,"",103932,"",1536,"",5.53,"",9.72,"",7663,""
6289,2018/19,"",Transfer,"",S08000031,"",4,"",16480,"",154,"",94109,"",2004,"",5.71,"",13.01,"",6621,""
6290,2018/19,"",Transfer,"",S08000031,"",5,"",20104,"",195,"",111837,"",2480,"",5.56,"",12.72,"",7869,""
6291,2018/19,"",Transfer,"",S08000031,"",All SIMDs, d,145647,"",1199,"",803825,"",15010,"",5.52,"",12.52,"",56948,""
6292,2018/19,"",Transfer,"",S08000031,"","",:,986,"",11,"",3157,"",39,"",3.2,"",3.55,"",556,""
6293,2018/19,"",Transfer,"",S08000032,"",1,"",22599,"",319,"",91196,"",2572,"",4.04,"",8.06,"",8399,""
6294,2018/19,"",Transfer,"",S08000032,"",2,"",17623,"",240,"",77463,"",2499,"",4.4,"",10.41,"",6838,""
6295,2018/19,"",Transfer,"",S08000032,"",3,"",10852,"",142,"",46976,"",1667,"",4.33,"",11.74,"",4127,""
6296,2018/19,"",Transfer,"",S08000032,"",4,"",7707,"",97,"",34038,"",876,"",4.42,"",9.03,"",3085,""
6297,2018/19,"",Transfer,"",S08000032,"",5,"",5055,"",60,"",20288,"",520,"",4.01,"",8.67,"",2007,""
6298,2018/19,"",Transfer,"",S08000032,"",All SIMDs, d,63925,"",859,"",270194,"",8141,"",4.23,"",9.48,"",24503,""
6299,2018/19,"",Transfer,"",S08000032,"","",:,90,"",0,"",233,"",5,"",2.59,"",,z,47,""
6300,2018/19,"",Transfer,"",SB0801,"",1,"",2434,"",53,"",7126,"",399,"",2.93,"",7.53,"",1184,""
